Zip Code,Zip Code Type,Zip Code Name,County
67111,Non-Unique,Murdock,Kingman
67112,Non-Unique,Nashville,Kingman
67114,Non-Unique,Newton,Harvey
67117,Non-Unique,North Newton,Harvey
67118,Non-Unique,Norwich,Kingman
67119,Non-Unique,Oxford,Sumner
67120,Non-Unique,Peck,Sumner
67122,Non-Unique,Piedmont,Greenwood
67123,Non-Unique,Potwin,Butler
67124,Non-Unique,Pratt,Pratt
67127,Non-Unique,Protection,Comanche
67131,Non-Unique,Rock,Cowley
67132,Non-Unique,Rosalia,Butler
67133,Non-Unique,Rose Hill,Butler
67134,Non-Unique,Sawyer,Pratt
67135,Non-Unique,Sedgwick,Harvey
67137,Non-Unique,Severy,Greenwood
67138,Non-Unique,Sharon,Barber
67140,Non-Unique,South Haven,Sumner
67142,Non-Unique,Spivey,Kingman
67143,Non-Unique,Sun City,Barber
67144,Non-Unique,Towanda,Butler
67146,Non-Unique,Udall,Cowley
67147,Non-Unique,Valley Center,Sedgwick
67149,Non-Unique,Viola,Sedgwick
67150,Non-Unique,Waldron,Harper
67151,Non-Unique,Walton,Harvey
67152,Non-Unique,Wellington,Sumner
67154,Non-Unique,Whitewater,Butler
67155,Non-Unique,Wilmore,Comanche
67156,Non-Unique,Winfield,Cowley
67159,Non-Unique,Zenda,Kingman
67201,PO Box,Wichita,Sedgwick
67202,Non-Unique,Wichita,Sedgwick
67203,Non-Unique,Wichita,Sedgwick
67204,Non-Unique,Wichita,Sedgwick
67205,Non-Unique,Wichita,Sedgwick
67206,Non-Unique,Wichita,Sedgwick
67207,Non-Unique,Wichita,Sedgwick
67208,Non-Unique,Wichita,Sedgwick
67209,Non-Unique,Wichita,Sedgwick
67210,Non-Unique,Wichita,Sedgwick
67211,Non-Unique,Wichita,Sedgwick
67212,Non-Unique,Wichita,Sedgwick
67213,Non-Unique,Wichita,Sedgwick
67214,Non-Unique,Wichita,Sedgwick
67215,Non-Unique,Wichita,Sedgwick
67216,Non-Unique,Wichita,Sedgwick
67217,Non-Unique,Wichita,Sedgwick
67218,Non-Unique,Wichita,Sedgwick
67219,Non-Unique,Wichita,Sedgwick
67220,Non-Unique,Wichita,Sedgwick
67221,Non-Unique,McConnell AFB,Sedgwick
67223,Non-Unique,Wichita,Sedgwick
67226,Non-Unique,Wichita,Sedgwick
67227,Non-Unique,Wichita,Sedgwick
67228,Non-Unique,Wichita,Sedgwick
67230,Non-Unique,Wichita,Sedgwick
67232,Non-Unique,Wichita,Sedgwick
67235,Non-Unique,Wichita,Sedgwick
67260,Non-Unique,Wichita,Sedgwick
67275,PO Box,Wichita,Sedgwick
67276,Non-Unique,Wichita,Sedgwick
67277,PO Box,Wichita,Sedgwick
67278,PO Box,Wichita,Sedgwick
67301,Non-Unique,Independence,Montgomery
67330,Non-Unique,Altamont,Labette
67332,Non-Unique,Bartlett,Labette
67333,Non-Unique,Caney,Montgomery
67334,PO Box,Chautauqua,Chautauqua
67335,Non-Unique,Cherryvale,Montgomery
67336,Non-Unique,Chetopa,Cherokee
67337,Non-Unique,Coffeyville,Montgomery
67340,PO Box,Dearing,Montgomery
67341,Non-Unique,Dennis,Labette
67342,Non-Unique,Edna,Labette
67344,Non-Unique,Elk City,Montgomery
67345,Non-Unique,Elk Falls,Elk
67346,Non-Unique,Grenola,Elk
67347,Non-Unique,Havana,Montgomery
67349,Non-Unique,Howard,Elk
67351,Non-Unique,Liberty,Montgomery
67352,Non-Unique,Longton,Elk
67353,Non-Unique,Moline,Elk
67354,Non-Unique,Mound Valley,Labette
