Zip Code,Zip Code Type,Zip Code Name,County
66076,Non-Unique,Pomona,Franklin
66078,Non-Unique,Princeton,Franklin
66079,Non-Unique,Rantoul,Franklin
66080,Non-Unique,Richmond,Franklin
66083,Non-Unique,Spring Hill,Miami
66085,Non-Unique,Stilwell,Johnson
66086,Non-Unique,Tonganoxie,Leavenworth
66087,Non-Unique,Troy,Doniphan
66088,Non-Unique,Valley Falls,Jefferson
66090,Non-Unique,Wathena,Doniphan
66091,Non-Unique,Welda,Anderson
66092,Non-Unique,Wellsville,Franklin
66093,Non-Unique,Westphalia,Anderson
66094,Non-Unique,White Cloud,Doniphan
66095,Non-Unique,Williamsburg,Franklin
66097,Non-Unique,Winchester,Jefferson
66101,Non-Unique,Kansas City,Wyandotte
66102,Non-Unique,Kansas City,Wyandotte
66103,Non-Unique,Kansas City,Wyandotte
66104,Non-Unique,Kansas City,Wyandotte
66105,Non-Unique,Kansas City,Wyandotte
66106,Non-Unique,Kansas City,Wyandotte
66109,Non-Unique,Kansas City,Wyandotte
66110,PO Box,Kansas City,Wyandotte
66111,Non-Unique,Kansas City,Wyandotte
66112,Non-Unique,Kansas City,Wyandotte
66113,Non-Unique,Edwardsville,Wyandotte
66115,Non-Unique,Kansas City,Wyandotte
66117,PO Box,Kansas City,Wyandotte
66118,Non-Unique,Kansas City,Wyandotte
66119,PO Box,Kansas City,Wyandotte
66160,Non-Unique,Kansas City,Wyandotte
66201,PO Box,Mission,Johnson
66202,Non-Unique,Mission,Johnson
66203,Non-Unique,Shawnee,Johnson
66204,Non-Unique,Overland Park,Johnson
66205,Non-Unique,Mission,Johnson
66206,Non-Unique,Leawood,Johnson
66207,Non-Unique,Overland Park,Johnson
66208,Non-Unique,Prairie Village,Johnson
66209,Non-Unique,Leawood,Johnson
66210,Non-Unique,Overland Park,Johnson
66211,Non-Unique,Leawood,Johnson
66212,Non-Unique,Overland Park,Johnson
66213,Non-Unique,Overland Park,Johnson
66214,Non-Unique,Overland Park,Johnson
66215,Non-Unique,Lenexa,Johnson
66216,Non-Unique,Shawnee,Johnson
66217,Non-Unique,Shawnee,Johnson
66218,Non-Unique,Shawnee,Johnson
66219,Non-Unique,Lenexa,Johnson
66220,Non-Unique,Lenexa,Johnson
66221,Non-Unique,Overland Park,Johnson
66222,PO Box,Mission,Johnson
66223,Non-Unique,Overland Park,Johnson
66224,Non-Unique,Overland Park,Johnson
66225,PO Box,Overland Park,Johnson
66226,Non-Unique,Shawnee,Johnson
66227,Non-Unique,Lenexa,Johnson
66250,Unique,Shawnee Mission,Johnson
66251,Unique,Overland Park,Johnson
66276,Unique,Shawnee Mission,Johnson
66282,PO Box,Overland Park,Johnson
66283,PO Box,Overland Park,Johnson
66285,PO Box,Lenexa,Johnson
66286,PO Box,Shawnee,Johnson
66401,Non-Unique,Alma,Wabaunsee
66402,Non-Unique,Auburn,Shawnee
66403,Non-Unique,Axtell,Marshall
66404,Non-Unique,Baileyville,Nemaha
66406,Non-Unique,Beattie,Marshall
66407,Non-Unique,Belvue,Pottawatomie
66408,Non-Unique,Bern,Nemaha
66409,Non-Unique,Berryton,Shawnee
66411,Non-Unique,Blue Rapids,Marshall
66412,Non-Unique,Bremen,Marshall
66413,Non-Unique,Burlingame,Osage
66414,Non-Unique,Carbondale,Osage
66415,Non-Unique,Centralia,Nemaha
66416,Non-Unique,Circleville,Jackson
66417,Non-Unique,Corning,Nemaha
66418,Non-Unique,Delia,Jackson
66419,Non-Unique,Denison,Jackson
66420,PO Box,Dover,Shawnee
66422,Non-Unique,Emmett,Pottawatomie
66423,Non-Unique,Eskridge,Wabaunsee
66424,Non-Unique,Everest,Brown
66425,Non-Unique,Fairview,Brown
66426,PO Box,Fostoria,Pottawatomie
66427,Non-Unique,Frankfort,Marshall
66428,Non-Unique,Goff,Nemaha
66429,Non-Unique,Grantville,Jefferson
66431,Non-Unique,Harveyville,Wabaunsee
66432,Non-Unique,Havensville,Pottawatomie
66434,Non-Unique,Hiawatha,Brown
66436,Non-Unique,Holton,Jackson
66438,Non-Unique,Home,Marshall
66439,Non-Unique,Horton,Brown
66440,Non-Unique,Hoyt,Jackson
66441,Non-Unique,Junction City,Geary
66442,Non-Unique,Fort Riley,Geary
66449,Non-Unique,Leonardville,Riley
66451,Non-Unique,Lyndon,Osage
66501,PO Box,McFarland,Wabaunsee
66502,Non-Unique,Manhattan,Riley
66503,Non-Unique,Manhattan,Riley
66505,PO Box,Manhattan,Riley
66506,Non-Unique,Manhattan,Riley
66507,Non-Unique,Maple Hill,Wabaunsee
66508,Non-Unique,Marysville,Marshall
66509,Non-Unique,Mayetta,Jackson
66510,Non-Unique,Melvern,Osage
66512,Non-Unique,Meriden,Jefferson
66514,Non-Unique,Milford,Geary
66515,Non-Unique,Morrill,Brown
66516,Non-Unique,Netawaka,Jackson
66517,Non-Unique,Ogden,Riley
66518,Non-Unique,Oketo,Marshall
66520,Non-Unique,Olsburg,Pottawatomie
66521,Non-Unique,Onaga,Pottawatomie
66522,Non-Unique,Oneida,Nemaha
66523,Non-Unique,Osage City,Osage
66524,Non-Unique,Overbrook,Douglas
66526,Non-Unique,Paxico,Wabaunsee
66527,Non-Unique,Powhattan,Brown
66528,Non-Unique,Quenemo,Osage
66531,Non-Unique,Riley,Riley
66532,Non-Unique,Robinson,Brown
66533,Non-Unique,Rossville,Shawnee
66534,Non-Unique,Sabetha,Nemaha
66535,Non-Unique,Saint George,Pottawatomie
66536,Non-Unique,Saint Marys,Pottawatomie
66537,Non-Unique,Scranton,Osage
66538,Non-Unique,Seneca,Nemaha
66539,Non-Unique,Silver Lake,Shawnee
66540,Non-Unique,Soldier,Jackson
66541,Non-Unique,Summerfield,Marshall
66542,Non-Unique,Tecumseh,Shawnee
66543,Non-Unique,Vassar,Osage
66544,Non-Unique,Vermillion,Marshall
66546,Non-Unique,Wakarusa,Shawnee
66547,Non-Unique,Wamego,Pottawatomie
66548,Non-Unique,Waterville,Marshall
66549,Non-Unique,Westmoreland,Pottawatomie
66550,Non-Unique,Wetmore,Nemaha
66552,Non-Unique,Whiting,Jackson
66554,Non-Unique,Randolph,Riley
66601,PO Box,Topeka,Shawnee
66603,Non-Unique,Topeka,Shawnee
66604,Non-Unique,Topeka,Shawnee
66605,Non-Unique,Topeka,Shawnee
66606,Non-Unique,Topeka,Shawnee
66607,Non-Unique,Topeka,Shawnee
66608,Non-Unique,Topeka,Shawnee
66609,Non-Unique,Topeka,Shawnee
66610,Non-Unique,Topeka,Shawnee
66611,Non-Unique,Topeka,Shawnee
66612,Non-Unique,Topeka,Shawnee
66614,Non-Unique,Topeka,Shawnee
66615,Non-Unique,Topeka,Shawnee
66616,Non-Unique,Topeka,Shawnee
66617,Non-Unique,Topeka,Shawnee
66618,Non-Unique,Topeka,Shawnee
66619,Non-Unique,Topeka,Shawnee
66620,Unique,Topeka,Shawnee
66621,Non-Unique,Topeka,Shawnee
66622,Unique,Topeka,Shawnee
66624,Unique,Topeka,Shawnee
66625,Unique,Topeka,Shawnee
66626,Unique,Topeka,Shawnee
66629,Unique,Topeka,Shawnee
66636,Unique,Topeka,Shawnee
66647,PO Box,Topeka,Shawnee
66667,PO Box,Topeka,Shawnee
66675,PO Box,Topeka,Shawnee
66683,Non-Unique,Topeka,Shawnee
66699,Unique,Topeka,Shawnee
66701,Non-Unique,Fort Scott,Bourbon
66710,Non-Unique,Altoona,Wilson
66711,Non-Unique,Arcadia,Crawford
66712,Non-Unique,Arma,Crawford
66713,Non-Unique,Baxter Springs,Cherokee
66714,Non-Unique,Benedict,Wilson
66716,Non-Unique,Bronson,Bourbon
66717,Non-Unique,Buffalo,Wilson
66720,Non-Unique,Chanute,Neosho
66724,Non-Unique,Cherokee,Crawford
66725,Non-Unique,Columbus,Cherokee
66728,Non-Unique,Crestline,Cherokee
66732,Non-Unique,Elsmore,Allen
66733,Non-Unique,Erie,Neosho
66734,Non-Unique,Farlington,Crawford
66735,Non-Unique,Franklin,Crawford
66736,Non-Unique,Fredonia,Wilson
66738,Non-Unique,Fulton,Bourbon
66739,Non-Unique,Galena,Cherokee
66740,Non-Unique,Galesburg,Neosho
66741,Non-Unique,Garland,Bourbon
66742,PO Box,Gas,Allen
66743,Non-Unique,Girard,Crawford
66746,Non-Unique,Hepler,Crawford
66748,Non-Unique,Humboldt,Allen
66749,Non-Unique,Iola,Allen
66751,Non-Unique,La Harpe,Allen
66753,Non-Unique,McCune,Crawford
66754,Non-Unique,Mapleton,Bourbon
66755,Non-Unique,Moran,Allen
66756,Non-Unique,Mulberry,Crawford
66757,Non-Unique,Neodesha,Wilson
66758,Non-Unique,Neosho Falls,Woodson
66759,Non-Unique,New Albany,Wilson
66760,PO Box,Opolis,Crawford
66761,Non-Unique,Piqua,Woodson
66762,Non-Unique,Pittsburg,Crawford
66763,Non-Unique,Frontenac,Crawford
66767,Non-Unique,Prescott,Linn
66769,Non-Unique,Redfield,Bourbon
66770,Non-Unique,Riverton,Cherokee
66771,Non-Unique,Saint Paul,Neosho
66772,Non-Unique,Savonburg,Allen
66773,Non-Unique,Scammon,Cherokee
66775,Non-Unique,Stark,Neosho
66776,Non-Unique,Thayer,Neosho
66777,Non-Unique,Toronto,Woodson
66778,Non-Unique,Treece,Cherokee
66779,Non-Unique,Uniontown,Bourbon
66780,Non-Unique,Walnut,Crawford
66781,Non-Unique,Weir,Cherokee
66782,PO Box,West Mineral,Cherokee
66783,Non-Unique,Yates Center,Woodson
66801,Non-Unique,Emporia,Lyon
66830,Non-Unique,Admire,Lyon
66833,Non-Unique,Allen,Lyon
66834,Non-Unique,Alta Vista,Wabaunsee
66835,Non-Unique,Americus,Lyon
66838,Non-Unique,Burdick,Morris
66839,Non-Unique,Burlington,Coffey
66840,Non-Unique,Burns,Chase
66842,Non-Unique,Cassoday,Butler
66843,Non-Unique,Cedar Point,Chase
66845,Non-Unique,Cottonwood Falls,Chase
66846,Non-Unique,Council Grove,Morris
66849,Non-Unique,Dwight,Morris
66850,Non-Unique,Elmdale,Chase
66851,Non-Unique,Florence,Marion
66852,Non-Unique,Gridley,Coffey
66853,Non-Unique,Hamilton,Greenwood
66854,Non-Unique,Hartford,Lyon
66855,Non-Unique,Lamont,Greenwood
66856,Non-Unique,Lebo,Coffey
66857,Non-Unique,Le Roy,Coffey
66858,Non-Unique,Lincolnville,Marion
66859,Non-Unique,Lost Springs,Marion
66860,Non-Unique,Madison,Greenwood
66861,Non-Unique,Marion,Marion
66862,Non-Unique,Matfield Green,Chase
66863,PO Box,Neal,Greenwood
66864,Non-Unique,Neosho Rapids,Lyon
66865,Non-Unique,Olpe,Lyon
66866,Non-Unique,Peabody,Marion
66868,Non-Unique,Reading,Lyon
66869,Non-Unique,Strong City,Chase
66870,Non-Unique,Virgil,Greenwood
66871,Non-Unique,Waverly,Coffey
66872,Non-Unique,White City,Morris
66873,Non-Unique,Wilsey,Morris
66901,Non-Unique,Concordia,Cloud
66930,Non-Unique,Agenda,Republic
66932,Non-Unique,Athol,Smith
66933,Non-Unique,Barnes,Washington
66935,Non-Unique,Belleville,Republic
66936,Non-Unique,Burr Oak,Jewell
66937,Non-Unique,Clifton,Washington
66938,Non-Unique,Clyde,Cloud
66939,Non-Unique,Courtland,Republic
66940,Non-Unique,Cuba,Republic
66941,Non-Unique,Esbon,Jewell
66942,Non-Unique,Formoso,Jewell
66943,Non-Unique,Greenleaf,Washington
66944,Non-Unique,Haddam,Washington
66945,Non-Unique,Hanover,Washington
66946,Non-Unique,Hollenberg,Washington
66948,Non-Unique,Jamestown,Cloud
66949,Non-Unique,Jewell,Jewell
66951,Non-Unique,Kensington,Smith
66952,Non-Unique,Lebanon,Smith
66953,Non-Unique,Linn,Washington
66955,Non-Unique,Mahaska,Washington
66956,Non-Unique,Mankato,Jewell
66958,Non-Unique,Morrowville,Washington
66959,Non-Unique,Munden,Republic
66960,Non-Unique,Narka,Republic
66961,Non-Unique,Norway,Republic
66962,Non-Unique,Palmer,Washington
66963,Non-Unique,Randall,Jewell
66964,Non-Unique,Republic,Republic
66966,Non-Unique,Scandia,Republic
66967,Non-Unique,Smith Center,Smith
66968,Non-Unique,Washington,Washington
66970,Non-Unique,Webber,Jewell
67001,Non-Unique,Andale,Sedgwick
67002,Non-Unique,Andover,Butler
67003,Non-Unique,Anthony,Harper
67004,Non-Unique,Argonia,Sumner
67005,Non-Unique,Arkansas City,Cowley
67008,Non-Unique,Atlanta,Cowley
67009,Non-Unique,Attica,Harper
67010,Non-Unique,Augusta,Butler
67012,PO Box,Beaumont,Butler
67013,Non-Unique,Belle Plaine,Sumner
67016,Non-Unique,Bentley,Sedgwick
67017,Non-Unique,Benton,Butler
67018,Non-Unique,Bluff City,Harper
67019,Non-Unique,Burden,Cowley
67020,Non-Unique,Burrton,Harvey
67021,Non-Unique,Byers,Pratt
67022,Non-Unique,Caldwell,Sumner
67023,Non-Unique,Cambridge,Cowley
67024,Non-Unique,Cedar Vale,Chautauqua
67025,Non-Unique,Cheney,Sedgwick
67026,Non-Unique,Clearwater,Sedgwick
67028,Non-Unique,Coats,Pratt
67029,Non-Unique,Coldwater,Comanche
67030,Non-Unique,Colwich,Sedgwick
67031,Non-Unique,Conway Springs,Sumner
67035,Non-Unique,Cunningham,Kingman
67036,Non-Unique,Danville,Harper
67037,Non-Unique,Derby,Sedgwick
67038,Non-Unique,Dexter,Cowley
67039,Non-Unique,Douglass,Butler
67041,PO Box,Elbing,Butler
67042,Non-Unique,El Dorado,Butler
67045,Non-Unique,Eureka,Greenwood
67047,Non-Unique,Fall River,Greenwood
67049,Non-Unique,Freeport,Harper
67050,Non-Unique,Garden Plain,Sedgwick
67051,Non-Unique,Geuda Springs,Sumner
67052,Non-Unique,Goddard,Sedgwick
67053,Non-Unique,Goessel,Marion
67054,Non-Unique,Greensburg,Kiowa
67055,Non-Unique,Greenwich,Sedgwick
67056,Non-Unique,Halstead,Harvey
67057,Non-Unique,Hardtner,Barber
67058,Non-Unique,Harper,Harper
67059,Non-Unique,Haviland,Kiowa
67060,Non-Unique,Haysville,Sedgwick
67061,Non-Unique,Hazelton,Barber
67062,Non-Unique,Hesston,Harvey
67063,Non-Unique,Hillsboro,Marion
67065,Non-Unique,Isabel,Pratt
67066,Non-Unique,Iuka,Pratt
67067,Non-Unique,Kechi,Sedgwick
67068,Non-Unique,Kingman,Kingman
67070,Non-Unique,Kiowa,Barber
67071,Non-Unique,Lake City,Barber
67072,Non-Unique,Latham,Butler
67073,Non-Unique,Lehigh,Marion
67074,Non-Unique,Leon,Butler
67101,Non-Unique,Maize,Sedgwick
67102,Non-Unique,Maple City,Cowley
67103,Non-Unique,Mayfield,Sumner
67104,Non-Unique,Medicine Lodge,Barber
67105,Non-Unique,Milan,Sumner
67106,Non-Unique,Milton,Sumner
67107,Non-Unique,Moundridge,McPherson
67108,Non-Unique,Mount Hope,Sedgwick
67109,Non-Unique,Mullinville,Kiowa
67110,Non-Unique,Mulvane,Sumner
67111,Non-Unique,Murdock,Kingman
67112,Non-Unique,Nashville,Kingman
67114,Non-Unique,Newton,Harvey
67117,Non-Unique,North Newton,Harvey
67118,Non-Unique,Norwich,Kingman
67119,Non-Unique,Oxford,Sumner
67120,Non-Unique,Peck,Sumner
67122,Non-Unique,Piedmont,Greenwood
67123,Non-Unique,Potwin,Butler
67124,Non-Unique,Pratt,Pratt
67127,Non-Unique,Protection,Comanche
67131,Non-Unique,Rock,Cowley
67132,Non-Unique,Rosalia,Butler
67133,Non-Unique,Rose Hill,Butler
67134,Non-Unique,Sawyer,Pratt
67135,Non-Unique,Sedgwick,Harvey
67137,Non-Unique,Severy,Greenwood
67138,Non-Unique,Sharon,Barber
67140,Non-Unique,South Haven,Sumner
67142,Non-Unique,Spivey,Kingman
67143,Non-Unique,Sun City,Barber
67144,Non-Unique,Towanda,Butler
67146,Non-Unique,Udall,Cowley
67147,Non-Unique,Valley Center,Sedgwick
67149,Non-Unique,Viola,Sedgwick
67150,Non-Unique,Waldron,Harper
67151,Non-Unique,Walton,Harvey
67152,Non-Unique,Wellington,Sumner
67154,Non-Unique,Whitewater,Butler
67155,Non-Unique,Wilmore,Comanche
67156,Non-Unique,Winfield,Cowley
67159,Non-Unique,Zenda,Kingman
67201,PO Box,Wichita,Sedgwick
67202,Non-Unique,Wichita,Sedgwick
67203,Non-Unique,Wichita,Sedgwick
67204,Non-Unique,Wichita,Sedgwick
67205,Non-Unique,Wichita,Sedgwick
67206,Non-Unique,Wichita,Sedgwick
67207,Non-Unique,Wichita,Sedgwick
67208,Non-Unique,Wichita,Sedgwick
67209,Non-Unique,Wichita,Sedgwick
67210,Non-Unique,Wichita,Sedgwick
67211,Non-Unique,Wichita,Sedgwick
67212,Non-Unique,Wichita,Sedgwick
67213,Non-Unique,Wichita,Sedgwick
67214,Non-Unique,Wichita,Sedgwick
67215,Non-Unique,Wichita,Sedgwick
67216,Non-Unique,Wichita,Sedgwick
67217,Non-Unique,Wichita,Sedgwick
67218,Non-Unique,Wichita,Sedgwick
67219,Non-Unique,Wichita,Sedgwick
67220,Non-Unique,Wichita,Sedgwick
67221,Non-Unique,McConnell AFB,Sedgwick
67223,Non-Unique,Wichita,Sedgwick
67226,Non-Unique,Wichita,Sedgwick
67227,Non-Unique,Wichita,Sedgwick
67228,Non-Unique,Wichita,Sedgwick
67230,Non-Unique,Wichita,Sedgwick
67232,Non-Unique,Wichita,Sedgwick
67235,Non-Unique,Wichita,Sedgwick
67260,Non-Unique,Wichita,Sedgwick
67275,PO Box,Wichita,Sedgwick
67276,Non-Unique,Wichita,Sedgwick
67277,PO Box,Wichita,Sedgwick
67278,PO Box,Wichita,Sedgwick
67301,Non-Unique,Independence,Montgomery
67330,Non-Unique,Altamont,Labette
67332,Non-Unique,Bartlett,Labette
67333,Non-Unique,Caney,Montgomery
67334,PO Box,Chautauqua,Chautauqua
67335,Non-Unique,Cherryvale,Montgomery
67336,Non-Unique,Chetopa,Cherokee
67337,Non-Unique,Coffeyville,Montgomery
67340,PO Box,Dearing,Montgomery
67341,Non-Unique,Dennis,Labette
67342,Non-Unique,Edna,Labette
67344,Non-Unique,Elk City,Montgomery
67345,Non-Unique,Elk Falls,Elk
67346,Non-Unique,Grenola,Elk
67347,Non-Unique,Havana,Montgomery
67349,Non-Unique,Howard,Elk
67351,Non-Unique,Liberty,Montgomery
67352,Non-Unique,Longton,Elk
67353,Non-Unique,Moline,Elk
67354,Non-Unique,Mound Valley,Labette
67355,Non-Unique,Niotaze,Chautauqua
67356,Non-Unique,Oswego,Labette
67357,Non-Unique,Parsons,Labette
67360,Non-Unique,Peru,Chautauqua
67361,Non-Unique,Sedan,Chautauqua
67363,PO Box,Sycamore,Montgomery
67364,PO Box,Tyro,Montgomery
67401,Non-Unique,Salina,Saline
67402,PO Box,Salina,Saline
67410,Non-Unique,Abilene,Dickinson
67416,Non-Unique,Assaria,Saline
67417,Non-Unique,Aurora,Cloud
67418,Non-Unique,Barnard,Lincoln
67420,Non-Unique,Beloit,Mitchell
67422,Non-Unique,Bennington,Ottawa
67423,Non-Unique,Beverly,Lincoln
67425,Non-Unique,Brookville,Saline
67427,Non-Unique,Bushton,Rice
67428,Non-Unique,Canton,McPherson
67430,Non-Unique,Cawker City,Mitchell
67431,Non-Unique,Chapman,Dickinson
67432,Non-Unique,Clay Center,Clay
67436,Non-Unique,Delphos,Ottawa
67437,Non-Unique,Downs,Osborne
67438,Non-Unique,Durham,Marion
67439,Non-Unique,Ellsworth,Ellsworth
67441,Non-Unique,Enterprise,Dickinson
67442,Non-Unique,Falun,Saline
67443,Non-Unique,Galva,McPherson
67444,Non-Unique,Geneseo,Rice
67445,Non-Unique,Glasco,Cloud
67446,Non-Unique,Glen Elder,Mitchell
67447,Non-Unique,Green,Clay
67448,Non-Unique,Gypsum,Saline
67449,Non-Unique,Herington,Morris
67450,Non-Unique,Holyrood,Ellsworth
67451,Non-Unique,Hope,Dickinson
67452,Non-Unique,Hunter,Mitchell
67454,Non-Unique,Kanopolis,Ellsworth
67455,Non-Unique,Lincoln,Lincoln
67456,Non-Unique,Lindsborg,McPherson
67457,Non-Unique,Little River,Rice
67458,Non-Unique,Longford,Clay
67459,Non-Unique,Lorraine,Ellsworth
67460,Non-Unique,Mcpherson,McPherson
67464,Non-Unique,Marquette,McPherson
67466,Non-Unique,Miltonvale,Cloud
67467,Non-Unique,Minneapolis,Ottawa
67468,Non-Unique,Morganville,Clay
67470,Non-Unique,New Cambria,Saline
67473,Non-Unique,Osborne,Osborne
67474,Non-Unique,Portis,Osborne
67475,Non-Unique,Ramona,Marion
67476,Non-Unique,Roxbury,McPherson
67478,Non-Unique,Simpson,Mitchell
67480,Non-Unique,Solomon,Ottawa
67481,Non-Unique,Sylvan Grove,Lincoln
67482,Non-Unique,Talmage,Dickinson
67483,Non-Unique,Tampa,Marion
67484,Non-Unique,Tescott,Ottawa
67485,Non-Unique,Tipton,Mitchell
67487,Non-Unique,Wakefield,Clay
67490,Non-Unique,Wilson,Ellsworth
67491,Non-Unique,Windom,McPherson
67492,Non-Unique,Woodbine,Dickinson
67501,Non-Unique,Hutchinson,Reno
67502,Non-Unique,Hutchinson,Reno
67504,PO Box,Hutchinson,Reno
67505,Non-Unique,South Hutchinson,Reno
67510,Non-Unique,Abbyville,Reno
67511,Non-Unique,Albert,Barton
67512,Non-Unique,Alden,Rice
67513,Non-Unique,Alexander,Rush
67514,Non-Unique,Arlington,Reno
67515,Non-Unique,Arnold,Ness
67516,Non-Unique,Bazine,Ness
67518,Non-Unique,Beeler,Ness
67519,Non-Unique,Belpre,Edwards
67520,Non-Unique,Bison,Rush
67521,Non-Unique,Brownell,Ness
67522,Non-Unique,Buhler,Reno
67523,Non-Unique,Burdett,Pawnee
67524,Non-Unique,Chase,Rice
67525,Non-Unique,Claflin,Barton
67526,Non-Unique,Ellinwood,Barton
67529,Non-Unique,Garfield,Pawnee
67530,Non-Unique,Great Bend,Barton
67543,Non-Unique,Haven,Reno
67544,Non-Unique,Hoisington,Barton
67545,Non-Unique,Hudson,Stafford
67546,Non-Unique,Inman,McPherson
67547,Non-Unique,Kinsley,Edwards
67548,Non-Unique,La Crosse,Rush
67550,Non-Unique,Larned,Pawnee
67552,Non-Unique,Lewis,Edwards
67553,Non-Unique,Liebenthal,Rush
67554,Non-Unique,Lyons,Rice
67556,Non-Unique,McCracken,Rush
67557,Non-Unique,Macksville,Stafford
67559,Non-Unique,Nekoma,Rush
67560,Non-Unique,Ness City,Ness
67561,Non-Unique,Nickerson,Reno
67563,Non-Unique,Offerle,Edwards
67564,Non-Unique,Olmitz,Barton
67565,Non-Unique,Otis,Rush
67566,Non-Unique,Partridge,Reno
67567,Non-Unique,Pawnee Rock,Barton
67568,Non-Unique,Plevna,Reno
67570,Non-Unique,Pretty Prairie,Reno
67572,Non-Unique,Ransom,Ness
67573,Non-Unique,Raymond,Rice
67574,Non-Unique,Rozel,Pawnee
67575,Non-Unique,Rush Center,Rush
67576,Non-Unique,Saint John,Stafford
67578,Non-Unique,Stafford,Stafford
67579,Non-Unique,Sterling,Rice
67581,Non-Unique,Sylvia,Reno
67583,Non-Unique,Turon,Reno
67584,Non-Unique,Utica,Ness
67585,PO Box,Yoder,Reno
67601,Non-Unique,Hays,Ellis
67621,Non-Unique,Agra,Phillips
67622,Non-Unique,Almena,Norton
67623,Non-Unique,Alton,Osborne
67625,Non-Unique,Bogue,Graham
67626,Non-Unique,Bunker Hill,Russell
67627,Non-Unique,Catharine,Ellis
67628,Non-Unique,Cedar,Smith
67629,Non-Unique,Clayton,Norton
67631,Non-Unique,Collyer,Trego
67632,Non-Unique,Damar,Rooks
67634,Non-Unique,Dorrance,Russell
67635,Non-Unique,Dresden,Decatur
67637,Non-Unique,Ellis,Ellis
67638,Non-Unique,Gaylord,Smith
67639,Non-Unique,Glade,Phillips
67640,Non-Unique,Gorham,Russell
67642,Non-Unique,Hill City,Graham
67643,Non-Unique,Jennings,Decatur
67644,Non-Unique,Kirwin,Phillips
67645,Non-Unique,Lenora,Norton
67646,Non-Unique,Logan,Phillips
67647,Non-Unique,Long Island,Phillips
67648,Non-Unique,Lucas,Russell
67649,Non-Unique,Luray,Russell
67650,Non-Unique,Morland,Graham
67651,Non-Unique,Natoma,Osborne
67653,Non-Unique,Norcatur,Decatur
67654,Non-Unique,Norton,Norton
67656,Non-Unique,Ogallah,Trego
67657,Non-Unique,Palco,Rooks
67658,Non-Unique,Paradise,Russell
67659,Non-Unique,Penokee,Graham
67660,Non-Unique,Pfeifer,Ellis
67661,Non-Unique,Phillipsburg,Phillips
67663,Non-Unique,Plainville,Rooks
67664,Non-Unique,Prairie View,Phillips
67665,Non-Unique,Russell,Russell
67667,PO Box,Schoenchen,Ellis
67669,Non-Unique,Stockton,Rooks
67671,Non-Unique,Victoria,Ellis
67672,Non-Unique,WaKeeney,Trego
67673,Non-Unique,Waldo,Russell
67674,PO Box,Walker,Ellis
67675,Non-Unique,Woodston,Rooks
67701,Non-Unique,Colby,Thomas
67730,Non-Unique,Atwood,Rawlins
67731,Non-Unique,Bird City,Cheyenne
67732,Non-Unique,Brewster,Thomas
67733,Non-Unique,Edson,Sherman
67734,Non-Unique,Gem,Thomas
67735,Non-Unique,Goodland,Sherman
67736,Non-Unique,Gove,Gove
67737,Non-Unique,Grainfield,Gove
67738,Non-Unique,Grinnell,Gove
67739,Non-Unique,Herndon,Rawlins
